category_code_alphabetical,category_code_numerical,video_name_count,category,tiktok_search_prompt,link,MediaInfo_video_length_seconds,MediaInfo_video_length_milliseconds,channel,video_name_count_channel,video_pathway,length_grouping
C,3,dogs_10,dogs,puppy growth trend,https://www.tiktok.com/@kira_theminishepherd/video/7468827165585444118?q=puppy%20progression%20growth&t=1753209751718,18.134,18134,kira_theminishepherd,dogs_10_kira_theminishepherd,stimuli/tiktok_stim_veryfast_social/dogs/dogs_10_kira_theminishepherd.mp4,medium
C,3,dogs_11,dogs,puppy growth videos,https://www.tiktok.com/@abbyw629/video/7495890266881019166?q=puppy%20growth%20mirror&t=1753210176464,19.388,19388,abbyw629,dogs_11_abbyw629,stimuli/tiktok_stim_veryfast_social/dogs/dogs_11_abbyw629.mp4,medium
C,3,dogs_12,dogs,puppy growth videos,https://www.tiktok.com/@thatgoldenbutter/video/7536658970396642574?q=puppy%20growth%20trend&t=1755195733564,14.326,14326,thatgoldenbutter,dogs_12_thatgoldenbutter,stimuli/tiktok_stim_veryfast_social/dogs/dogs_12_thatgoldenbutter.mp4,medium
C,3,dogs_2,dogs,dog growth timelapse,https://www.tiktok.com/@tiktoktonit/video/7132698226226040110?q=dog%20growth%20timelapse&t=1753208712420,26.282,26282,tiktoktonit,dogs_2_tiktoktonit,stimuli/tiktok_stim_veryfast_social/dogs/dogs_2_tiktoktonit.mp4,medium
C,3,dogs_3,dogs,dog growth timelapse,https://www.tiktok.com/@jordandreyer/video/7039089078163311878?q=dog%20growth%20timelapse&t=1753560618810,26.022,26022,jordandreyer,dogs_3_jordandreyer,stimuli/tiktok_stim_veryfast_social/dogs/dogs_3_jordandreyer.mp4,medium
C,3,dogs_4,dogs,dog growth timelapse,https://www.tiktok.com/@victoria_venti/video/7388184325948296491?q=dog%20growth%20timelapse&t=1753208712420,24.821,24821,victoria_venti,dogs_4_victoria_venti,stimuli/tiktok_stim_veryfast_social/dogs/dogs_4_victoria_venti.mp4,medium
C,3,dogs_5,dogs,dog growth timelapse,https://www.tiktok.com/@mavandthemontes/video/7512442517132938527?q=dog%20growth%20timelapse&t=1753208712420,15.928,15928,mavandthemontes,dogs_5_mavandthemontes,stimuli/tiktok_stim_veryfast_social/dogs/dogs_5_mavandthemontes.mp4,medium
C,3,dogs_6,dogs,puppy growth timelapse,https://www.tiktok.com/@harrythechow/video/7212718476224662789?q=puppy%20growth%20trend&t=1753209610429,21.686,21686,harrythechow,dogs_6_harrythechow,stimuli/tiktok_stim_veryfast_social/dogs/dogs_6_harrythechow.mp4,medium
C,3,dogs_7,dogs,puppy growth timelapse,https://www.tiktok.com/@dukethatgolden/video/7271029106190454062?q=puppy%20progression%20growth&t=1753209751718,20.224,20224,dukethatgolden,dogs_7_dukethatgolden,stimuli/tiktok_stim_veryfast_social/dogs/dogs_7_dukethatgolden.mp4,medium
C,3,dogs_8,dogs,puppy growth timelapse,https://www.tiktok.com/@keepin.up.with.theo/video/7329641330341350698?q=puppy%20progression%20growth&t=1753209751718,13.861,13861,keepin.up.with.theo,dogs_8_keepin.up.with.theo,stimuli/tiktok_stim_veryfast_social/dogs/dogs_8_keepin.up.with.theo.mp4,medium
C,3,dogs_9,dogs,puppy growth trend,https://www.tiktok.com/@stephanieprosa/video/7297313793854623022?q=puppy%20progression%20growth&t=1753209751718,31.462,31462,stephanieprosa,dogs_9_stephanieprosa,stimuli/tiktok_stim_veryfast_social/dogs/dogs_9_stephanieprosa.mp4,medium
D,4,unboxing_1,unboxing,unboxing packages,https://www.tiktok.com/@princessstephhh_/video/7171901786918489390?lang=en&q=unbox%20random%20package&t=1754169750958,17.669,17669,princessstephhh_,unboxing_1_princesssstephhh_,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_1_princesssstephhh_.mp4,short
D,4,unboxing_10,unboxing,unboxing with me,https://www.tiktok.com/@mypixiehollow/video/7264153116780563717?q=open%20boxes%20with%20me&t=1749733595386,12.143,12143,mypixiehollow,unboxing_10_mypixiehollow,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_10_mypixiehollow.mp4,short
D,4,unboxing_11,unboxing,unboxing with me watch,https://www.tiktok.com/@kenzieshops/video/7340442417579085102?lang=en&q=unbox%20with%20me%20watch&t=1753456159051,16.323,16323,kenzieshops,unboxing_11_kenzieshops,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_11_kenzieshops.mp4,short
D,4,unboxing_12,unboxing,unboxing with me,https://www.tiktok.com/@pamelagisellee/video/7286098112886754606?lang=en&q=unboxing%20with%20me&t=1752850690082,30.022,30022,pamelagisellee,unboxing_12_pamelagisellee,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_12_pamelagisellee.mp4,short
D,4,unboxing_2,unboxing,unbox with me,https://www.tiktok.com/@sraqtnx/video/7492758175783963911,15.812,15812,sraqtnx,unboxing_2_sraqtnx,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_2_sraqtnx.mp4,short
D,4,unboxing_3,unboxing,unbox with me,https://www.tiktok.com/@halliewallsxo/video/7491379404782783774?q=unbox%20new&t=1754168836530,17.368,17368,halliewallsxo,unboxing_3_halliewallsxo,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_3_halliewallsxo.mp4,short
D,4,unboxing_4,unboxing,unbox with me,https://www.tiktok.com/@jenniferalmeidax/video/7491019539581242667?lang=en&q=unbox%20with%20me&t=1752847571266,20.131,20131,jenniferalmeidax,unboxing_4_jenniferalmeidax,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_4_jenniferalmeidax.mp4,short
D,4,unboxing_5,unboxing,unbox with me,https://www.tiktok.com/@arusthebrand/video/7436010106543705351?lang=en&q=unbox%20with%20me&t=1752847571266,15.4,15400,arusthebrand,unboxing_5_arusthebrand,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_5_arusthebrand.mp4,short
D,4,unboxing_6,unboxing,unbox with me,https://www.tiktok.com/@evitachoo/video/7513440409469603094?lang=en&q=unbox%20with%20me&t=1752847571266,21.919,21919,evitachoo,unboxing_6_evitachoo,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_6_evitachoo.mp4,short
D,4,unboxing_7,unboxing,unbox with me,https://www.tiktok.com/@gabrielak.x/video/7423696646698994977?lang=en&q=unbox%20with%20me&t=1752847571266,21.3,21300,gabrielak.x,unboxing_7_gabrielak.x,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_7_gabrielak.x.mp4,short
D,4,unboxing_8,unboxing,unbox with me,https://www.tiktok.com/@lucy.ezinne/video/7390082283505585438,21.663,21663,lucy.ezinne,unboxing_8_lucy.ezinne,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_8_lucy.ezinne.mp4,short
D,4,unboxing_9,unboxing,unboxing with me,https://www.tiktok.com/@lilycung/video/7510694181472521518?q=unbox%20my&t=1754526485469,24.234,24234,lilycung,unboxing_9_lilycung,stimuli/tiktok_stim_veryfast_social/unboxing/unboxing_9_lilycung.mp4,short
E,5,cookie_recipes_1,cookie_recipes,cookie recipe,https://www.tiktok.com/@theenergymedia/video/6846932768518049029?q=fudge%20cookies%20recipe&t=1755610322555,15.167,15167,theenergymedia,cookie_recipes_1_theenergymedia,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_1_theenergymedia.mp4,medium
E,5,cookie_recipes_10,cookie_recipes,#cookierecipes,https://www.tiktok.com/@muhjahnadi/video/7309659023412874526?q=easy%20white%20chocolate%20cookies%20recipe&t=1755611302454,23.498,23498,muhjahnadi,cookie_recipes_10_muhjahnadi,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_10_muhjahnadi.mp4,medium
E,5,cookie_recipes_11,cookie_recipes,#cookierecipes,https://www.tiktok.com/@beth_thefirstyear/video/7358865432318610731?q=short%20cookie%20recipes&t=1752864247608,30.603,30603,beth_thefirstyear,cookie_recipes_11_beth_thefirstyear,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_11_beth_thefirstyear.mp4,medium
E,5,cookie_recipes_12,cookie_recipes,#cookierecipes,https://www.tiktok.com/@laneyg04/video/7460699276088413483?lang=en,25.657,25657,laneyg04,cookie_recipes_12_laneyg04,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_12_laneyg04.mp4,medium
E,5,cookie_recipes_2,cookie_recipes,cookie recipe,https://www.tiktok.com/@bakesbynat/video/7492118666859793686?q=easy%20double%20chocolate%20chip%20cookies%20recipe&t=1755612053631,28.42,28420,bakesbynat,cookie_recipes_2_bakesbynat,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_2_bakesbynat.mp4,medium
E,5,cookie_recipes_3,cookie_recipes,cookie recipe easy,https://www.tiktok.com/@givethemgrace/video/7242089377449495854?q=cookie%20recipe%20easy&t=1752859923934,24.367,24367,givethemgrace,cookie_recipes_3_givethemgrace,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_3_givethemgrace.mp4,medium
E,5,cookie_recipes_4,cookie_recipes,cookie recipe ingredients,https://www.tiktok.com/@kalejunkie/video/7260302706680565034?q=cookie%20recipe%20ingredients&t=1752860600051,26.609,26609,kalejunkie,cookie_recipes_4_kalejunkie,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_4_kalejunkie.mp4,medium
E,5,cookie_recipes_5,cookie_recipes,cookie recipe ingredients,https://www.tiktok.com/@zenergyjen/video/7157017144708861189?q=cookie%20recipe%20ingredients&t=1752860600051,13.304,13304,zenergyjen,cookie_recipes_5_zenergyjen,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_5_zenergyjen.mp4,medium
E,5,cookie_recipes_6,cookie_recipes,cookie recipe ingredients,https://www.tiktok.com/@misobutterbaby/video/7453111285429996806?q=cookie%20recipe&t=1752861629546,25.239,25239,misobutterbaby,cookie_recipes_6_misobutterbaby,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_6_misobutterbaby.mp4,medium
E,5,cookie_recipes_7,cookie_recipes,easy cookie recipes,https://www.tiktok.com/@feelgoodfoodie/video/7230621253579607339?q=easy%20cookie%20recipes&t=1752862295062,15.626,15626,feelgoodfoodie,cookie_recipes_7_feelgoodfoodie,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_7_feelgoodfoodie.mp4,medium
E,5,cookie_recipes_8,cookie_recipes,easy cookie recipes,https://www.tiktok.com/@lifewithtuyen/video/7504375653551148318?q=easy%20cookie%20recipes&t=1752862295062,20.874,20874,lifewithtuyen,cookie_recipes_8_lifewithtuyen,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_8_lifewithtuyen.mp4,medium
E,5,cookie_recipes_9,cookie_recipes,easy cookie recipes,https://www.tiktok.com/@themodernnonna/video/7174578053576690949?q=simple%20cookie%20recipes&t=1752862893582,21.269,21269,themodernnonna,cookie_recipes_9_themodernnonna,stimuli/tiktok_stim_veryfast_social/cookie_recipes/cookie_recipes_9_themodernnonna.mp4,medium
F,6,diy_bracelets_1,diy_bracelets,diy bracelet,https://www.tiktok.com/@thebombbraceletss/video/7288092394405334314?q=diy%20bracelet&t=1753192685830,31.392,31392,thebombbraceletss,diy_bracelets_1_thebombbraceletss,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_1_thebombbraceletss.mp4,long
F,6,diy_bracelets_10,diy_bracelets,how to bracelet,https://www.tiktok.com/@braceletsforfriendship/video/7128029173192461574?q=how%20to%20bracelet&t=1753205592855,29.001,29001,braceletsforfriendship,diy_bracelets_10_braceletsforfriendship,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_10_braceletsforfriendship.mp4,long
F,6,diy_bracelets_11,diy_bracelets,easy bracelet tutorials,https://www.tiktok.com/@sharkb1acelets/video/7239653543752273178?q=easy%20bracelet%20tutorial&t=1753544412155,17.832,17832,sharkb1acelets,diy_bracelets_11_sharkb1acelets,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_11_sharkb1acelets.mp4,long
F,6,diy_bracelets_12,diy_bracelets,easy bracelet tutorials,https://www.tiktok.com/@swiss.toni/video/7218637180179123498?q=easy%20bracelet%20tutorials&t=1753206088443,28.978,28978,swiss.toni,diy_bracelets_12_swiss.toni,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_12_swiss.toni.mp4,long
F,6,diy_bracelets_2,diy_bracelets,diy bracelet,https://www.tiktok.com/@bracednbouji.llc/video/7494024613609917742?q=how%20to%20make%20bracelet&t=1753202989732,31.323,31323,bracednbouji.llc,diy_bracelets_2_bracednbouji.llc,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_2_bracednbouji.llc.mp4,long
F,6,diy_bracelets_3,diy_bracelets,diy bracelet,https://www.tiktok.com/@jh.life_handmade/video/7218349541299506478?q=easy%20bracelet%20tutorial&t=1753544412155,23.335,23335,jh.life_handmade,diy_bracelets_3_jh.life_handmade,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_3_jh.life_handmade.mp4,long
F,6,diy_bracelets_4,diy_bracelets,diy bracelet,https://www.tiktok.com/@giota.creations/video/7054490377281195270?q=DIY%20bracelet%20tutorial&t=1753203782070,28.745,28745,giota.creations,diy_bracelets_4_giota.creations,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_4_giota.creations.mp4,long
F,6,diy_bracelets_5,diy_bracelets,diy bracelet,https://www.tiktok.com/@vivientbob/video/7392629852941208862,15.822,15822,vivientbob,diy_bracelets_5_vivientbob,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_5_vivientbob.mp4,long
F,6,diy_bracelets_6,diy_bracelets,diy bracelet,https://www.tiktok.com/@wittywhispersco/video/7195165533132639494?q=easy%20bracelet%20tutorial&t=1753544412155,20.895,20895,wittywhispersco,diy_bracelets_6_wittywhispersco,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_6_wittywhispersco.mp4,long
F,6,diy_bracelets_7,diy_bracelets,bracelet tutorial,https://www.tiktok.com/@coquettemuse/video/7193413473945144622?q=how%20to%20make%20bracelet%20tutorial&t=1753815459324,15.993,15993,coquettemuse,diy_bracelets_7_coquettemuse,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_7_coquettemuse.mp4,long
F,6,diy_bracelets_8,diy_bracelets,bracelet tutorial,https://www.tiktok.com/@butterfly_bracelets3/video/7332172949044235566?q=how%20to%20bracelet&t=1753205592855,25.169,25169,butterfly_bracelets3,diy_bracelets_8_butterfly_bracelets3,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_8_butterfly_bracelets3.mp4,long
F,6,diy_bracelets_9,diy_bracelets,how to bracelet,https://www.tiktok.com/@bloomsy.beads/video/7520574588917452054,26.818,26818,bloomsy.beads,diy_bracelets_9_bloomsy.beads,stimuli/tiktok_stim_veryfast_social/diy_bracelets/diy_bracelets_9_bloomsy.beads.mp4,long
G,7,coffee_art_1,coffee_art,coffee art,https://www.tiktok.com/@my.daily.coffee_/video/7376408073319107845?q=latte%20art%20pegasus&t=1755267944984,22.9,22900,my.daily.coffee_,coffee_art_1_my.daily.coffee_,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_1_my.daily.coffee_.mp4,medium
G,7,coffee_art_10,coffee_art,coffee art pour,https://www.tiktok.com/@castironroasters/video/7337373086678797601?q=castironroasters%20art&t=1755264137682,18.889,18889,castironroasters,coffee_art_10_castironroasters,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_10_castironroasters.mp4,medium
G,7,coffee_art_11,coffee_art,coffee art pour,https://www.tiktok.com/@giuseppefiorini87/video/7271684148744473889,26.005,26005,giuseppefiorini87,coffee_art_11_giuseppefiorini87,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_11_giuseppefiorini87.mp4,medium
G,7,coffee_art_12,coffee_art,coffee art pour,https://www.tiktok.com/@dhan_tamang1/video/7171763510400077061?q=coffee%20art%20design&t=1753559256568,18.362,18362,dhan_tamang1,coffee_art_12_dhan_tamang1,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_12_dhan_tamang1.mp4,medium
G,7,coffee_art_2,coffee_art,coffee art,https://www.tiktok.com/@the_latteartist1/video/7528822899222842646?q=coffee%20art&t=1753556212452,21.834,21834,the_latteartist1,coffee_art_2_the_latteartist1,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_2_the_latteartist1.mp4,medium
G,7,coffee_art_3,coffee_art,coffee art,https://www.tiktok.com/@ericjithebarista/video/7530058900855377183?q=latte%20art%20free%20pour&t=1753560069910,24.524,24524,ericjithebarista,coffee_art_3_ericjithebarista,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_3_ericjithebarista.mp4,medium
G,7,coffee_art_4,coffee_art,coffee art,https://www.tiktok.com/@dhc.latte.artist/video/7487917673012104454,25.756,25756,dhc.latte.artist,coffee_art_4_dhc.latte.artist,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_4_dhc.latte.artist.mp4,medium
G,7,coffee_art_5,coffee_art,coffee art,https://www.tiktok.com/@foxee.coffee/video/7430165926647008544,14.512,14512,foxee.coffee,coffee_art_5_foxee.coffee,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_5_foxee.coffee.mp4,medium
G,7,coffee_art_6,coffee_art,coffee art,https://www.tiktok.com/@legato.official/video/7479668471299706119?q=coffee%20art&t=1753556212452,17.814,17814,legato.official,coffee_art_6_legato.official,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_6_legato.official.mp4,medium
G,7,coffee_art_7,coffee_art,coffee art draw,https://www.tiktok.com/@barista_good/video/7437962200599268641?q=coffee%20draw&t=1753558133889,28.676,28676,barista_good,coffee_art_7_barista_good,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_7_barista_good.mp4,medium
G,7,coffee_art_8,coffee_art,coffee art draw,https://www.tiktok.com/@theartofespressoacademy/video/7480776776671677704,25.982,25982,theartofespressoacademy,coffee_art_8_theartofespressoacademy,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_8_theartofespressoacademy.mp4,medium
G,7,coffee_art_9,coffee_art,coffee art pour,https://www.tiktok.com/@zamyscoffee/video/7236877818787810606?q=coffee%20art%20pour&t=1753558311130,15.467,15467,zamyscoffee,coffee_art_9_zamyscoffee,stimuli/tiktok_stim_veryfast_social/coffee_art/coffee_art_9_zamyscoffee.mp4,medium
H,9,piano_1,piano,piano,https://www.tiktok.com/@ayla_traub/video/7525958575328480542?q=piano&t=1752949299737,20.943,20943,ayla_traub,piano_1_ayla_traub,stimuli/tiktok_stim_veryfast_social/piano/piano_1_ayla_traub.mp4,long
H,9,piano_10,piano,piano solo performance,https://www.tiktok.com/@aidensoph/video/7526736295381503287,20.247,20247,aidensoph,piano_10_aidensoph,stimuli/tiktok_stim_veryfast_social/piano/piano_10_aidensoph.mp4,long
H,9,piano_11,piano,piano solo video,https://www.tiktok.com/@giampgemito_piano/video/7471258070648114454,30.789,30789,giampgemito_piano,piano_11_giampgemito_piano,stimuli/tiktok_stim_veryfast_social/piano/piano_11_giampgemito_piano.mp4,long
H,9,piano_12,piano,piano playing classical,https://www.tiktok.com/@matty_music/video/7528247299064007949?q=piano%20playing%20classical&t=1753024620535,28.443,28443,matty_music,piano_12_matty_music,stimuli/tiktok_stim_veryfast_social/piano/piano_12_matty_music.mp4,long
H,9,piano_2,piano,piano songs classics,https://www.tiktok.com/@nesskeyz/video/7147370131486739717,22.174,22174,nesskeyz,piano_2_nesskeyz,stimuli/tiktok_stim_veryfast_social/piano/piano_2_nesskeyz.mp4,long
H,9,piano_3,piano,playing the piano,https://www.tiktok.com/@josiahwadeofficial/video/7307325298016554272,27.317,27317,josiahwadeofficial,piano_3_josiahwadeofficial,stimuli/tiktok_stim_veryfast_social/piano/piano_3_josiahwadeofficial.mp4,long
H,9,piano_4,piano,playing the piano,https://www.tiktok.com/@adridioles/video/7262068322920025390?q=playing%20the%20piano&t=1753020848723,15.046,15046,adridioles,piano_4_adridioles,stimuli/tiktok_stim_veryfast_social/piano/piano_4_adridioles.mp4,long
H,9,piano_5,piano,beautiful piano songs,https://www.tiktok.com/@grette_/video/6879299783983516929,28.792,28792,grette_,piano_5_grette_,stimuli/tiktok_stim_veryfast_social/piano/piano_5_grette_.mp4,long
H,9,piano_6,piano,beautiful piano songs,https://www.tiktok.com/@eugenio3009/video/7487003696002518318,29.512,29512,eugenio3009,piano_6_eugenio3009,stimuli/tiktok_stim_veryfast_social/piano/piano_6_eugenio3009.mp4,long
H,9,piano_7,piano,piano alone,https://www.tiktok.com/@bodenpiano/video/7522540928196791583,26.934,26934,bodenpiano,piano_7_bodenpiano,stimuli/tiktok_stim_veryfast_social/piano/piano_7_bodenpiano.mp4,long
H,9,piano_8,piano,solo piano,https://www.tiktok.com/@pianothings20/video/7388226350848462086,30.255,30255,pianothings20,piano_8_pianothings20,stimuli/tiktok_stim_veryfast_social/piano/piano_8_pianothings20.mp4,long
H,9,piano_9,piano,piano solo performance,https://www.tiktok.com/@bodenstedt/video/7517991850498690326?q=piano%20solo%20performance&t=1753021647751,23.73,23730,bodenstedt,piano_9_bodenstedt,stimuli/tiktok_stim_veryfast_social/piano/piano_9_bodenstedt.mp4,long
I,10,beauty_contouring_1,beauty_contouring,beauty tutorials,https://www.tiktok.com/@daayannesantos/video/7504038707863817477?q=beauty%20tutorial&t=1749760035595,17.46,17460,daayannesantos,beauty_contouring_1_daayannesantos,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_1_daayannesantos.mp4,short
I,10,beauty_contouring_10,beauty_contouring,face contouring,https://www.tiktok.com/@hannie.skin/video/7486699027224890667?q=face%20contouring&t=1753049662182,15.51,15510,hannie.skin,beauty_contouring_10_hannie.skin,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_10_hannie.skin.mp4,short
I,10,beauty_contouring_11,beauty_contouring,face contouring,https://www.tiktok.com/@sevvkaur/video/7439032458584100129?q=face%20contouring&t=1753049662182,26.888,26888,sevvkaur,beauty_contouring_11_sevvkaur,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_11_sevvkaur.mp4,short
I,10,beauty_contouring_12,beauty_contouring,face contouring,https://www.tiktok.com/@supreme11society/video/7398607965214756128?q=face%20contouring&t=1753049662182,15.51,15510,supreme11society,beauty_contouring_12_supreme11society,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_12_supreme11society.mp4,short
I,10,beauty_contouring_2,beauty_contouring,contouring,https://www.tiktok.com/@ellie_mua/video/7480996670667361558?q=contouring&t=1753033995141,14.186,14186,ellie_mua,beauty_contouring_2_ellie_mua,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_2_ellie_mua.mp4,short
I,10,beauty_contouring_3,beauty_contouring,contouring,https://www.tiktok.com/@palomahendersonn/video/7507334445196692778?q=contouring&t=1753033995141,27.004,27004,palomahendersonn,beauty_contouring_3_palomahendersonn,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_3_palomahendersonn.mp4,short
I,10,beauty_contouring_4,beauty_contouring,contouring,https://www.tiktok.com/@yoonsagi/video/7465719157573553454?q=contouring&t=1753033995141,18.916,18916,yoonsagi,beauty_contouring_4_yoonsagi,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_4_yoonsagi.mp4,short
I,10,beauty_contouring_5,beauty_contouring,contouring,https://www.tiktok.com/@thefashionfreakk/video/7526996723739168031?q=contouring&t=1753033995141,22.267,22267,thefashionfreakk,beauty_contouring_5_thefashionfreakk,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_5_thefashionfreakk.mp4,short
I,10,beauty_contouring_6,beauty_contouring,contour,https://www.tiktok.com/@aishapotters/video/7491358824541080854?q=contour&t=1753046901655,21.64,21640,aishapotters,beauty_contouring_6_aishapotters,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_6_aishapotters.mp4,short
I,10,beauty_contouring_7,beauty_contouring,contour,https://www.tiktok.com/@worldofmaya/video/7523787542152383775?q=contour%20hack&t=1753047105048,19.039,19039,worldofmaya,beauty_contouring_7_worldofmaya,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_7_worldofmaya.mp4,short
I,10,beauty_contouring_8,beauty_contouring,contour hack,https://www.tiktok.com/@melisekrem/video/7459481563646987553?q=contour%20hack&t=1753047105048,16.532,16532,melisekrem,beauty_contouring_8_melisekrem,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_8_melisekrem.mp4,short
I,10,beauty_contouring_9,beauty_contouring,contour 101,https://www.tiktok.com/@rachelgwilson/video/7405395993853725998?q=contour%20101&t=1753472226164,24.2,24200,rachelgwilson,beauty_contouring_9_rachelgwilson,stimuli/tiktok_stim_veryfast_social/beauty_contouring/beauty_contouring_9_rachelgwilson.mp4,short
J,11,ceramics_1,ceramics,pottery wheel,https://www.tiktok.com/@fraugusteyung/video/7332196140848352555,13.258,13258,fraugusteyung,ceramics_1_fraugusteyung,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_1_fraugusteyung.mp4,medium
J,11,ceramics_10,ceramics,ceramics spinning,https://www.tiktok.com/@mollymakespottery/video/7394168851220434219?q=ceramics%20spinning&t=1752867889795,19.852,19852,mollymakespottery,ceramics_10_mollymakespottery,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_10_mollymakespottery.mp4,medium
J,11,ceramics_11,ceramics,ceramics spinning,https://www.tiktok.com/@tommyaceramics/video/7205868109163531562?q=pottery%20studio%20throwing&t=1753479576565,23.66,23660,tommyaceramics,ceramics_11_tommyaceramics,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_11_tommyaceramics.mp4,medium
J,11,ceramics_12,ceramics,ceramics spinning,https://www.tiktok.com/@whatarush.pots/video/7429057743652261166,21.71,21710,whatarush.pots,ceramics_12_whatarush.pots,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_12_whatarush.pots.mp4,medium
J,11,ceramics_2,ceramics,pottery wheel,https://www.tiktok.com/@nathanandclay/video/7330472323331394847,27.008,27008,nathanandclay,ceramics_2_nathanandclay,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_2_nathanandclay.mp4,medium
J,11,ceramics_3,ceramics,pottery wheel,https://www.tiktok.com/@happyhandspotteryart/video/7377415641332026625?q=pottery%20session&t=1753479301081,26.069,26069,happyhandspotteryart,ceramics_3_happyhandspotteryart,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_3_happyhandspotteryart.mp4,medium
J,11,ceramics_4,ceramics,pottery wheel,https://www.tiktok.com/@kelsrfloyd/video/7527368629013318943,16.137,16137,kelsrfloyd,ceramics_4_kelsrfloyd,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_4_kelsrfloyd.mp4,medium
J,11,ceramics_5,ceramics,pottery wheel,https://www.tiktok.com/@potteryplease/video/7479433147537542442?q=pottery%20wheel&t=1752866026877,18.645,18645,potteryplease,ceramics_5_potteryplease,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_5_potteryplease.mp4,medium
J,11,ceramics_6,ceramics,pottery wheel,https://www.tiktok.com/@haven.tunin/video/7119100897069747498?q=pottery%20wheel&t=1752866026877,21.377,21377,haven.tunin,ceramics_6_haven.tunin,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_6_haven.tunin.mp4,medium
J,11,ceramics_7,ceramics,ceramics throwing,https://www.tiktok.com/@teagan.a.art/video/7484478152652213535?q=ceramics%20throwing&t=1752866525405,28.699,28699,teagan.a.art,ceramics_7_teagan.a.art,stimuli/tiktok_stim_veryfast_social/ceramics/ceramics_7_teagan.a.art.mp4,medium
